"","low","volumeNotional","volume","close","tradesDone","date","high","open","coin","price.percentage"
"14",7151.01139807742,549775247.09434,74366.13954168,7392.81681801174,503202,2019-12-05,7488.97039781666,7197.95983014169,"btc",0.395282432303567
"15",7309.13624928409,482667424.589207,64072.63177746,7533.12937520078,436955,2019-12-06,7597.22564418268,7393.81269648018,"btc",0.402784726794793
"16",7474.56628978657,289225510.336266,38601.5420413,7492.58954543376,327064,2019-12-07,7624.93308209546,7532.28323254952,"btc",0.400617125065986
"17",7382.85571117221,296191114.64288,39400.85199856,7517.37842252003,328833,2019-12-08,7572.15670266808,7495.2721185265,"btc",0.401942547820254
"18",7274.84061729424,477516507.620179,65033.53151634,7342.61997597656,438772,2019-12-09,7661.69689592825,7517.40666522083,"btc",0.392598485128617
"19",7159.49795008172,445108043.111314,61604.02831723,7225.30742339169,514511,2019-12-10,7409.12805522231,7340.9290458094,"btc",0.386325965158622
"20",7128.87945084738,288570449.116179,40023.15430631,7210.08761347637,336152,2019-12-11,7276.87419514665,7225.74448165217,"btc",0.38551218556275
"21",7084.57093289559,413332833.955033,57418.48446298,7198.60229368342,407312,2019-12-12,7302.80181797585,7210.58824875615,"btc",0.384898083353091
"22",7191.35343890341,275888502.224575,38007.88931526,7258.71673473347,323726,2019-12-13,7308.9031673677,7197.52080924803,"btc",0.388112309142771
"23",7012.92986885789,269466106.74203,38128.9402504,7067.23305112586,347467,2019-12-14,7272.77251497119,7258.64098621121,"btc",0.37787397400393
"24",7011.57662853217,254436645.947361,35731.53691001,7120.78650823672,340073,2019-12-15,7205.44827528353,7067.58151030505,"btc",0.380737394173286
"25",6829.47326477464,492530722.322354,71429.76706323,6895.31469263175,472927,2019-12-16,7156.02467134578,7124.09520093025,"btc",0.368681766408901
"26",6568.22969666423,542546188.522424,81843.20184987,6629.09290276362,585478,2019-12-17,6945.47285837309,6894.16101475089,"btc",0.354447300815909
"27",6438.32484996685,981096048.295873,134688.64101615,7284.17809322342,862703,2019-12-18,7449.91095507815,6626.86359011067,"btc",0.389473688433157
"28",7042.31170035354,517500114.066525,72353.20984377,7152.41404194709,516499,2019-12-19,7381.37255280972,7282.99398179929,"btc",0.382428469275044
"29",7082.81215559566,316532608.139654,44017.9069901,7190.99634180345,391304,2019-12-20,7223.09180975013,7154.43860946645,"btc",0.384491404920079
"30",7107.27109110495,184071954.061338,25790.68401906,7137.14897694468,272430,2019-12-21,7193.03500474806,7190.48934476956,"btc",0.381612269959957
"31",7125.4741900127,408466285.215554,54417.42414084,7506.16721876408,438465,2019-12-22,7520.66944193793,7136.19555719957,"btc",0.401343102169321
"32",7259.58903896531,672184512.906889,91848.05396241,7318.44044493299,640420,2019-12-23,7696.54876302457,7505.96593546568,"btc",0.391305643160779
"33",7157.91825936868,411465444.899329,56697.38976507,7257.22024601604,462765,2019-12-24,7435.92852576982,7318.59352170517,"btc",0.388032294215484
"34",7125.4555285575,251941859.88038,34969.86114088,7204.542759418,346121,2019-12-25,7273.14740024691,7257.55901063514,"btc",0.38521571082884
"35",7156.558308552,356694301.735233,49515.96590736,7203.62200754756,418154,2019-12-26,7437.3404639248,7204.23913211998,"btc",0.385166479656493
"36",7074.95936119751,340171090.680498,46883.48324429,7255.67016657039,363650,2019-12-27,7273.54905617564,7202.98036419501,"btc",0.387949413875199
"37",7240.88475936118,255322234.617022,34901.70259363,7315.46645703242,321319,2019-12-28,7364.67406047759,7255.85232296837,"btc",0.391146628647107
"38",7287.57165328681,306770330.224917,41515.34269153,7389.32429160714,343843,2019-12-29,7529.97219831507,7314.07187167897,"btc",0.395095692341509
"39",7214.0608736707,307873803.965261,42514.2144218192,7241.66747880102,351387,2019-12-30,7404.9022025955,7389.56953811542,"btc",0.387200711909965
"40",7138.91793652956,267170608.543676,37159.5875530896,7189.81630681372,323932,2019-12-31,7316.34536378888,7240.99917399388,"btc",0.384428310282077
"41",7168.96798854749,169048797.856158,23489.5163843932,7196.77642952567,244774,2020-01-01,7254.00264323609,7190.6005107151,"btc",0.384800457232615
"42",6923.56386135454,325621966.048768,46760.0109227101,6963.68455916297,370066,2020-01-02,7208.28306447971,7196.34602858525,"btc",0.372337396976249
"43",6870.72399293987,676388812.738409,92083.8730241979,7345.35582099883,628418,2020-01-03,7407.11420475619,6963.40732009649,"btc",0.392744766512483
"44",7273.22924779273,300770185.433169,40894.0097485051,7354.87146608714,360486,2020-01-04,7404.76984059832,7346.20113914859,"btc",0.393253553275098
"45",7316.96745166101,375902321.057076,51084.1219049844,7358.4962810215,415855,2020-01-05,7495.94507209744,7354.70432762581,"btc",0.393447366499364
"46",7347.41485574248,600309011.685626,77368.5765824646,7759.08047171808,566393,2020-01-06,7795.99492747503,7357.75341899428,"btc",0.414865980965113
"47",7725.5964467683,1035926801.97693,127114.83371233,8149.53512287405,830152,2020-01-07,8209.37759490589,7760.00463277589,"btc",0.435742984685419
"48",7866.50331021202,1222513933.74845,151801.950650414,8053.34798736405,979940,2020-01-08,8456.43799253243,8149.26922958097,"btc",0.430600007953185
"49",7749.6975717051,625689597.998646,80039.8986454093,7817.22126823973,581265,2020-01-09,8053.26078082407,8050.63190803996,"btc",0.41797467904744
"50",7670.93533790927,862329880.203216,105215.97811799,8195.80728733228,713741,2020-01-10,8198.90989321426,7817.11859138896,"btc",0.438217085446368
"51",8002.02809312544,540864263.864259,67442.5018307,8019.63523271992,573040,2020-01-11,8286.51773641913,8197.59890659192,"btc",0.428797439326986
"52",7959.46197795565,375412903.903488,45872.94399032,8183.75432766439,446559,2020-01-12,8194.27322623958,8019.35298503895,"btc",0.437572632414288
"53",8053.24006621165,333435110.323608,41122.36943987,8108.36327928924,361737,2020-01-13,8196.13068363767,8183.60698891977,"btc",0.433541590159455
"54",8104.52750241482,1466727685.59834,166534.80259576,8807.33433934897,1088745,2020-01-14,8877.19022257059,8108.06032364241,"btc",0.470914487058113
"55",8561.62043022763,972520285.572906,110281.98627481,8818.48721104368,904124,2020-01-15,8910.66305436719,8810.91614822611,"btc",0.471510813784336
"56",8584.48669371392,594637240.873324,68198.11395359,8719.26225522871,654435,2020-01-16,8856.96510225879,8817.34999824724,"btc",0.466205409518915
"57",8675.15814647452,909263613.169703,102075.91236261,8907.7196776814,820312,2020-01-17,9029.55569174436,8722.07739472344,"btc",0.476281935174368
"58",8804.79554937969,451892151.780414,50712.59793098,8910.84602676914,567243,2020-01-18,8986.03190455582,8909.59220264117,"btc",0.476449096204061
"59",8457.38984518122,872631920.576311,100295.67920595,8700.59336040213,759695,2020-01-19,9194.56714790134,8911.09040078455,"btc",0.465207212710158
"60",8518.90464183547,428893925.124354,49639.73888461,8640.13257848392,479849,2020-01-20,8744.87879023772,8701.0461268055,"btc",0.461974468612214
"61",8484.90128466174,423083919.220727,48445.2007255,8733.24731624094,458596,2020-01-21,8786.0364338524,8639.58308211832,"btc",0.466953169008824
"62",8585.32695480533,328241828.945391,37825.44231492,8677.80543615529,395088,2020-01-22,8812.6017585664,8733.51114142064,"btc",0.463988777796216
"63",8298.71794847921,566496822.911224,67435.4858893,8400.5744963589,564040,2020-01-23,8684.64856346658,8676.64206734484,"btc",0.449165670056615
"64",8235.11174383547,459285500.704135,54435.30430729,8437.27258529584,499790,2020-01-24,8525.11527015272,8401.11146897547,"btc",0.451127859870455
"65",8256.25428636299,267034266.642409,32020.54159318,8339.46752166379,371708,2020-01-25,8449.07151791196,8437.93085502754,"btc",0.445898375034595
"66",8311.79542330857,381042287.220168,44246.15240937,8611.87394769888,487291,2020-01-26,8614.91524090844,8356.76896785491,"btc",0.460463523517096
"67",8552.52607215448,857595924.642653,96289.40340808,8906.4413558376,950328,2020-01-27,8998.85406871701,8610.02512384683,"btc",0.476213585290944
"68",8878.45904305891,1245606462.01149,132793.57545085,9380.02051516809,1061329,2020-01-28,9401.24421601386,8906.09705054999,"btc",0.501535127349494
"69",9223.73972684376,802708827.398425,86323.28377334,9298.86807255974,725953,2020-01-29,9445.29789233178,9381.66671125906,"btc",0.497196032293946
"70",9186.65970928657,798564017.625587,83958.80874689,9511.37860987299,620714,2020-01-30,9574.49938693059,9299.53562120292,"btc",0.508558640640288
"71",9207.40036392121,575365538.931874,61530.94094291,9350.8327699021,514379,2020-01-31,9527.87117535964,9510.00823864047,"btc",0.499974503946234
"72",9283.79412869576,340732529.307819,36303.90183889,9385.56221366857,409898,2020-02-01,9464.3629571209,9350.47188030136,"btc",0.501831433360624
"73",9127.3023227564,565393687.630835,60581.88493038,9332.71865476915,528951,2020-02-02,9479.98453305344,9386.40877916415,"btc",0.499005970345979
"74",9232.57599886108,657399005.345502,70751.5614169,9291.65367067749,579606,2020-02-03,9619.8601975047,9332.31628016195,"btc",0.496810289431133
"75",9091.32636314524,610858472.851035,66452.36085101,9192.42695109982,606467,2020-02-04,9350.53118871055,9290.83914820821,"btc",0.49150479086006
"76",9173.12072993842,868403069.075313,90342.71932013,9612.31935025246,764510,2020-02-05,9746.7561862879,9191.73150179619,"btc",0.513955785241316
"77",9527.59824307392,853211152.880767,87349.31902103,9767.80543275157,781693,2020-02-06,9863.08573832708,9612.32831396507,"btc",0.522269384562465
"78",9724.42438674865,557551156.911878,56821.70326813,9812.29222012067,655572,2020-02-07,9883.29386238787,9768.70824779794,"btc",0.524648023983611
"79",9663.70569016382,576730284.090345,58285.10053228,9894.98652011305,591452,2020-02-08,9940.33374334529,9812.02672133935,"btc",0.529069559758579
"80",9880.63496443345,649019514.741113,63914.27647169,10154.5312028775,626793,2020-02-09,10167.9775936085,9894.15410531097,"btc",0.542947010806009
"81",9746.5918859104,816027270.316612,82830.94626053,9851.719763649,775464,2020-02-10,10189.8266317931,10154.7254113383,"btc",0.526756153494903
"82",9702.67668438303,893020389.852118,87254.09060526,10234.7108732377,797399,2020-02-11,10338.7332034789,9851.71665553167,"btc",0.547234093240415
"83",10228.4801864953,875156559.137028,84703.40624156,10332.0114027201,980389,2020-02-12,10458.3190098632,10233.8067583565,"btc",0.552436601418965
"84",10076.6549595386,1091542673.96071,106710.65681477,10228.9940531003,1046498,2020-02-13,10503.1782193364,10330.8946622359,"btc",0.546928423747368
"85",10109.3453568768,622205542.154482,60130.22651085,10347.6334326166,719045,2020-02-14,10383.0048525791,10228.6508244732,"btc",0.553271887092483
"86",9793.85180009425,863506991.636381,87175.1446647408,9905.42654052674,974415,2020-02-15,10339.4314245872,10308.0395262675,"btc",0.529627771434049
"87",9635.68418385623,1094637829.73125,110276.695588817,9926.28427870899,1199446,2020-02-16,10048.212065331,9905.46421735298,"btc",0.530743002297195
"88",9460.47487953278,1154167303.16337,119081.956714984,9692.20976042406,1134452,2020-02-17,9964.48237662939,9919.06187032208,"btc",0.518227401382733
"89",9586.71640222561,1016871451.50628,99977.8599669111,10170.9663703826,859094,2020-02-18,10261.06801729,9707.22636281004,"btc",0.543825773684447
"90",9372.89169245265,820630327.368869,85252.9828629437,9625.8253941466,685864,2020-02-19,10268.0257343958,10172.8367025181,"btc",0.514677932429959
"91",9420.40429251468,1098079258.0752,114332.4071121,9604.26956635809,1035275,2020-02-20,9694.25512137234,9608.06206912482,"btc",0.51352537579988
"92",9557.37845049756,639658439.776231,66061.65025123,9682.74993651587,597161,2020-02-21,9758.83653401818,9601.55527551929,"btc",0.517721599291914
"93",9562.2935710222,312833962.469362,32402.11422897,9654.73920185321,390610,2020-02-22,9712.18938736906,9681.3440042341,"btc",0.516223908817413
"94",9650.5734193164,546086472.384046,54893.43185921,9948.12045609832,536538,2020-02-23,9997.93185374225,9655.36290644732,"btc",0.531910548784974
"95",9471.4650362085,779638225.248335,80729.72782051,9657.38701586781,710963,2020-02-24,10001.5318282236,9947.21098311145,"btc",0.516365483320034
"96",9245.90963797224,741982610.729461,79655.84435738,9314.85463138797,689133,2020-02-25,9678.21866996509,9658.81157865926,"btc",0.498050808763233
"97",8632.29887418725,1189133966.90706,135331.45024536,8786.8264527656,1041513,2020-02-26,9377.57660531931,9315.26994838711,"btc",0.469817962216549
"98",8529.33487961496,901523819.9837,102178.78336245,8823.00405540945,833062,2020-02-27,8967.35696060946,8786.14515316193,"btc",0.471752322436747
"99",8440.70142865675,817148172.954945,93945.1461239,8698.14148649304,769083,2020-02-28,8900.99547137417,8822.01510097014,"btc",0.465076114820632
"100",8525.09801895357,384587828.57715,45108.02369155,8525.9294711507,486580,2020-02-29,8793.8930290318,8695.12769831453,"btc",0.455868205850053
"101",8413.94476662977,493452332.858752,57830.12588262,8532.79022529418,571697,2020-03-01,8752.88199933361,8527.13033402143,"btc",0.45623503971758
"102",8498.24902601304,687551156.27444,77107.29858025,8916.81032709071,647478,2020-03-02,8968.51442042835,8530.92155149944,"btc",0.476767998078156
"103",8651.58296145889,618567892.75165,70596.10035263,8762.0688630375,589617,2020-03-03,8922.2602640328,8914.38478721902,"btc",0.468494212348724
"104",8665.76321219615,557614636.216138,63702.1809367782,8753.46225225079,608485,2020-03-04,8825.42258866226,8750.4073016992,"btc",0.46803403023825
"105",8751.43036682399,1365785212.85462,150751.828516456,9059.82518617034,1058545,2020-03-05,9158.68486446326,8753.18532975343,"btc",0.484414780454099
"106",8988.40383243555,928899732.726172,101686.080335334,9134.97432158762,608558,2020-03-06,9168.41096025729,9056.32468432443,"btc",0.488432887998828
"107",8840.84660765871,792741686.846499,89172.38290283,8889.99106046476,588624,2020-03-07,9195.26638466715,9137.11783189771,"btc",0.475334013548919
"108",8009.78956803724,1221250908.17422,151906.76206082,8039.47692391245,910541,2020-03-08,8894.03588616807,8893.24730658238,"btc",0.429858343735775
"109",7643.03376161813,1463601860.8204,184770.00865928,7921.20902867583,1103479,2020-03-09,8184.45885095531,8047.74574508853,"btc",0.423534743078086
"110",7732.71410044618,914770215.306807,115849.2757787,7896.21004670101,845607,2020-03-10,8154.41101055832,7933.72602021027,"btc",0.422198086341773
"111",7593.6989441993,840276986.584778,105846.98005249,7938.60142413209,796167,2020-03-11,7986.69980128045,7896.97640033781,"btc",0.424464687448246
"112",4503.63549557458,2345944013.67841,485636.04498659,4830.66287582338,2350660,2020-03-12,7975.26422802138,7944.47284435015,"btc",0.25828804070213
"113",3836.90591161806,3552671236.33238,633959.939586575,5603.93648634831,3064683,2020-03-13,5975.01724575533,4827.50525989461,"btc",0.299633779563094
"114",5070.93738272676,1138957787.4157,219052.63764238,5199.47077412115,1509279,2020-03-14,5648.41421213434,5572.45605189572,"btc",0.278007626170111
"115",5095.71341122554,1086181972.06386,202670.10141251,5359.35969091499,1277672,2020-03-15,5957.15959954288,5174.48045704254,"btc",0.28655663820226
"116",4469.2558743923,1507753074.8994,299436.62557514,5035.29944609614,1699766,2020-03-16,5364.63443966324,5359.6572680453,"btc",0.269229640261123
"117",4978.59618001853,1825786465.81606,343060.096703355,5322.06013862002,1700060,2020-03-17,5522.98656447395,5116.45971975264,"btc",0.284562289076894
"118",5010.42217847054,1429624336.31247,265145.990816344,5391.83840536632,1469618,2020-03-18,5439.75258851753,5318.29550171586,"btc",0.288293224616133
"119",5256.05878573135,1865594880.43172,302414.416691512,6169.00113705487,1800612,2020-03-19,6410.74005305551,5400.52051852589,"btc",0.329846908744905
"120",5665.45876798854,2006543680.2237,323252.574321019,6207.35560865488,2052486,2020-03-20,6920.4800078844,6167.98782768079,"btc",0.331897662766949
"121",5860.59956283998,1082671858.70259,174898.486923757,6190.28716454568,1265697,2020-03-21,6461.90763132068,6205.89958884198,"btc",0.330985039572135
"122",5736.79523963217,1010661602.76941,173726.257793184,5817.55237007737,1219953,2020-03-22,6410.33108480104,6190.38123673176,"btc",0.311055489065401
"123",5685.44780264867,1569650565.99714,242422.705545515,6474.84963285516,1415122,2020-03-23,6615.89548164983,5816.29777917837,"btc",0.346200152753572
"124",6380.57543173056,1497602173.71955,221824.58879313,6751.29020577695,1295412,2020-03-24,6841.25091954204,6473.80754735266,"btc",0.360981000804032
"125",6450.70329691525,1249911556.50659,187084.825463028,6680.98844154307,1142488,2020-03-25,6963.7555026548,6750.35467185455,"btc",0.357222074667259
"126",6510.51856334152,761993855.073887,113033.230971192,6741.3259669459,834013,2020-03-26,6783.31334753161,6680.7067622193,"btc",0.360448228430775
"127",6259.01009767802,754352192.26328,118561.12229609,6362.55947695392,815387,2020-03-27,6851.30144234981,6742.87416868856,"btc",0.340196172533172
"128",6027.74499370105,824499746.394466,132111.5857025,6240.93444954286,939528,2020-03-28,6363.22963896186,6362.6020473187,"btc",0.333693071232609
"129",5870.20971239129,556944581.351664,94687.07861849,5881.94914741943,662822,2020-03-29,6271.34761665453,6241.0901065592,"btc",0.314498684725039
"130",5858.83431502306,1025896910.20406,160362.40671282,6397.36538776979,973843,2020-03-30,6607.24191886178,5881.20155500042,"btc",0.34205719052192
"131",6324.16842110616,596409730.403534,92999.79091762,6413.02227154294,672406,2020-03-31,6524.60427491769,6396.93168582829,"btc",0.342894339778082
"132",6153.47366518834,876516351.344406,131824.06794992,6649.13748282593,942093,2020-04-01,6693.4464416819,6415.34770450871,"btc",0.355519053377426
"133",6556.83104321373,1397846394.10577,205644.28297441,6797.39973262331,1335523,2020-04-02,7220.68080820811,6650.40836500549,"btc",0.363446405584493
"134",6604.29342436471,905945871.06805,134505.56252812,6735.37847833357,1001271,2020-04-03,7048.11025283285,6796.48936022663,"btc",0.360130225452661
"135",6651.19222173665,647092654.3382,94313.9042282,6861.0525630718,794517,2020-04-04,6997.00880095041,6734.7270035984,"btc",0.366849823559274
"136",6678.98968874822,453811305.422601,66990.85169183,6774.22803206347,621173,2020-04-05,6901.65200819465,6861.95566795671,"btc",0.362207450747199
"137",6767.43333437994,1216933344.30062,165953.45414534,7332.97990432214,1167231,2020-04-06,7359.1262684094,6774.51890413336,"btc",0.392083045470778
"138",7077.22587406311,1041762386.10474,144723.26591975,7198.30622591398,1139445,2020-04-07,7460.693442712,7332.80873725421,"btc",0.384882253069329
"139",7149.56434664591,766841387.443295,104147.6380676,7363.02235625886,942291,2020-04-08,7421.63687086852,7198.12423379645,"btc",0.393689368712141
"140",7114.6322000233,583829903.846694,80133.99245904,7285.67098594414,821738,2020-04-09,7372.77735068652,7362.14678167109,"btc",0.389553511088086
"141",6743.27217351131,997245468.201561,145314.21752455,6862.68339870517,1181047,2020-04-10,7298.31149530945,7286.10254326257,"btc",0.366937021807481
"142",6763.19477191526,411557879.713221,59825.97936974,6879.25018610538,612451,2020-04-11,6946.6719569372,6861.86758667563,"btc",0.367822822197267
"143",6782.656691666,682482009.805036,98828.69511074,6905.70698156338,803818,2020-04-12,7182.84424824664,6879.39254402621,"btc",0.369237425956164
"144",6570.25571876601,930411568.842646,135962.62791816,6843.14199489207,996334,2020-04-13,6905.74118989033,6905.70215037004,"btc",0.365892173298446
"145",6756.68257275844,611807580.856075,89051.77342489,6870.24589546327,758791,2020-04-14,6981.2580290695,6842.00090705908,"btc",0.367341376762624
"146",6606.13950292308,567334456.770178,85665.79202671,6622.64882338667,742720,2020-04-15,6934.82396695141,6870.44103164002,"btc",0.354102745900944
"147",6469.56549792048,1253277004.53667,176391.28648296,7105.09588951687,1194527,2020-04-16,7196.93929719846,6622.9218771407,"btc",0.379898441161922
"148",6980.23327367333,527360176.038925,75009.43239518,7030.58481046196,678544,2020-04-17,7150.99635975798,7105.31285293572,"btc",0.375914449499822
"149",7016.63320018938,497466813.673266,68591.97218795,7252.55154218556,627460,2020-04-18,7297.04635960671,7029.98847567779,"btc",0.387782665873372
"150",7060.38669294011,471333165.849159,66168.8966329796,7123.18309406778,616163,2020-04-19,7264.71748049654,7244.08249193448,"btc",0.380865535895155
"151",6778.80529312676,950024888.360848,138599.64449697,6854.45400533923,992884,2020-04-20,7222.42315151932,7123.499752908,"btc",0.366497008926579
"152",6765.16924293158,590428695.648059,86259.9023072964,6844.76425146747,719999,2020-04-21,6945.48256735398,6831.32161575037,"btc",0.365978912837749
"153",6820.19038935999,595870839.141288,83597.5088986214,7127.85401134261,651928,2020-04-22,7158.93943256903,6844.32780823005,"btc",0.381115282586699
"154",7024.27463983088,1126665636.34918,150469.228552306,7487.68134979521,1133746,2020-04-23,7752.71901716531,7128.18797221949,"btc",0.400354691468889
"155",7388.13030432442,643598820.544198,85733.61083543,7506.96038896132,775548,2020-04-24,7614.96867146523,7487.49718203126,"btc",0.401385511747769
"156",7433.94033035109,447344174.740627,59329.12389903,7540.04349536569,686610,2020-04-25,7707.16428515609,7506.63001961608,"btc",0.403154414060595
"157",7479.83756276214,523756445.070732,68058.08771212,7695.7267339949,717130,2020-04-26,7702.21913882978,7540.40412879872,"btc",0.411478555013786
"158",7611.95798777412,708439516.561252,91087.12377009,7777.60332348841,825161,2020-04-27,7794.45986467959,7695.89711098285,"btc",0.415856369078496
"159",7661.29971029532,509342673.529634,65777.54820365,7743.41226511952,669067,2020-04-28,7782.59677334681,7776.95697794484,"btc",0.414028226295063
"160",7711.52077740876,2399818915.94031,273273.40153255,8781.75081248974,1911581,2020-04-29,8956.02856997125,7743.85722157381,"btc",0.46954657561478
"161",8403.17264738618,2540127644.47979,294574.25767115,8623.04691713923,2254202,2020-04-30,9461.11383820404,8781.64909348948,"btc",0.461060924838562
"162",8615.8125468978,1122028558.12006,127112.80888446,8827.02984826602,1192143,2020-05-01,9062.80086684626,8621.68078733492,"btc",0.471967575327691
"163",8761.55040014562,713614998.777252,79566.3551924902,8968.80342263818,803639,2020-05-02,9009.88612811903,8828.09350983969,"btc",0.479547988138362
"164",8715.98511767042,1419526019.17473,159568.907875183,8896.00635911542,995682,2020-05-03,9197.9184243497,8974.36496558454,"btc",0.475655642224457
"165",8525.12442510734,1322541673.68041,149055.027237138,8872.84178329872,968747,2020-05-04,8953.83747179768,8896.7987678416,"btc",0.474417068336112
"166",8775.71105043646,1223763704.30531,135640.713465475,9022.09722316745,912261,2020-05-05,9117.22850039781,8874.21246376875,"btc",0.482397524873613
"167",8911.28311442919,1522605403.3585,166294.784520736,9156.06227667738,1129762,2020-05-06,9400.3918801782,9022.19028665928,"btc",0.489560428202432
"168",9023.15797399248,2334501133.51935,233701.165500967,9989.25755682502,1423602,2020-05-07,10067.3334637976,9142.86132082132,"btc",0.534110085664279
"169",9712.52039875114,1667043899.30623,170081.096488855,9801.4649112723,1143307,2020-05-08,10038.2386806998,9987.90012101456,"btc",0.524069104597097
"170",9518.57116665035,1424399370.00851,149337.463676802,9538.1248277473,963795,2020-05-09,9916.70208164462,9800.82956867045,"btc",0.509988719366237
"171",8125.39118189729,2537370556.75735,290840.019853606,8724.28271059305,1816519,2020-05-10,9570.41993080235,9538.16179054994,"btc",0.466473845469181
"172",8226.1600967121,2103088803.20159,245412.651994778,8569.602203094,1545794,2020-05-11,9170.38972134833,8724.65631491359,"btc",0.458203318992019
"173",8530.33466818702,978181589.07617,110991.116481159,8813.15207998851,878871,2020-05-12,8979.24428983959,8564.10214507552,"btc",0.471225552613654
"174",8795.37441662115,1097500718.66146,117862.039143185,9311.74046062576,937639,2020-05-13,9402.65991944302,8813.19849806009,"btc",0.49788429888969
"175",9257.11524575142,1604374694.15477,163838.351835927,9792.42452195467,1273446,2020-05-14,9941.29183215347,9311.74945271355,"btc",0.523585729022345
"176",9134.97270310086,1335462525.17126,143363.83537891,9315.19808773003,1148580,2020-05-15,9846.43255798335,9792.6332734171,"btc",0.498069172840367
"177",9219.19378580094,668485360.218806,71255.2033969,9381.56553276906,750297,2020-05-16,9589.0991214335,9315.30339934783,"btc",0.501617737040806
"178",9322.76891600823,807600530.317111,83434.75302143,9679.42615123078,780042,2020-05-17,9889.36187018175,9380.66721674483,"btc",0.517543881655418
"179",9454.11707522937,987417002.552098,101451.64023232,9732.88357182747,858191,2020-05-18,9951.39192234762,9679.90130684093,"btc",0.520402166901531
"180",9472.14883886534,931809240.168106,95309.65048949,9776.65152880671,827804,2020-05-19,9897.32756980189,9732.96953920892,"btc",0.52274237157826
"181",9319.80866662176,889110130.558417,93481.97242457,9511.0330633624,791104,2020-05-20,9841.28236154256,9776.83289784772,"btc",0.50854016480509
"182",8811.74086501442,1262163087.58223,139201.26913228,9067.18089174043,1055761,2020-05-21,9576.59255828101,9510.99028955782,"btc",0.484808078605619
"183",8931.56968486424,676934341.485446,73822.47221336,9169.75984668985,769963,2020-05-22,9270.76505164303,9065.81540226847,"btc",0.490292815995132
"184",9072.98893999502,468791555.783452,51069.44490982,9179.4918979687,554661,2020-05-23,9308.73478437262,9169.84590352897,"btc",0.49081317366062
"185",8696.66353301877,739976069.498148,84866.60370395,8719.28458548303,817527,2020-05-24,9299.39171914623,9179.33751842061,"btc",0.466206603482929
"186",8640.51615979133,685350269.293902,77005.49933687,8900.01720910546,802991,2020-05-25,8982.13452560459,8717.70089434243,"btc",0.475870096143537
"187",8698.52481695983,626356157.730658,70840.97642008,8841.72112502272,736710,2020-05-26,9017.4762425603,8900.25598419755,"btc",0.472753095076521
"188",8811.6928771609,748150972.114561,81278.90270309,9204.7376038963,713885,2020-05-27,9225.91075374919,8841.4836117638,"btc",0.492163022343462
"189",9110.37033964768,863488854.036248,90166.60808284,9576.59240373025,789906,2020-05-28,9625.37117533565,9204.85162671337,"btc",0.512045520903956
"190",9330.0197272091,649697489.27484,68923.35443344,9426.3765107698,648190,2020-05-29,9608.04973785527,9576.57544433647,"btc",0.504013710431473
"191",9330.21846004484,654131417.373837,67449.12109643,9698.14590228158,689115,2020-05-30,9744.23475006829,9426.10429830743,"btc",0.518544797667492
"192",9378.74923774682,540844668.253369,57243.22022527,9448.18733336412,685391,2020-05-31,9701.26066113469,9698.13732663928,"btc",0.505179901237746
"193",9420.11406484033,1021408043.53645,100110.53988662,10202.8022693039,888314,2020-06-01,10391.0563716788,9447.68460188895,"btc",0.545527989750387
"194",9266.45634027981,1377345984.09005,144691.51965612,9519.18942702042,1088899,2020-06-02,10231.0630766779,10204.2862712031,"btc",0.508976272900943
